?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/WBbt_0007061>	"post-embryonic cell of pedigree B.arap"	
<http://purl.obolibrary.org/obo/WBbt_0006835>	"Neuron class of two interneurons with cell bodies situated in the retro-vesicular ganglion."	
<http://purl.obolibrary.org/obo/WBbt_0003348>	"nucleus of pedigree Z1.paappapp"	
<http://purl.obolibrary.org/obo/WBbt_0003938>	"Neuron class of one ring motoneuron, projects along dorsal cord, innervates dorsal body muscle."	
<http://purl.obolibrary.org/obo/WBbt_0008008>		
<http://purl.obolibrary.org/obo/WBbt_0005287>		
<http://purl.obolibrary.org/obo/WBbt_0003859>		
<http://purl.obolibrary.org/obo/WBbt_0003726>		
<http://purl.obolibrary.org/obo/WBbt_0001557>	"nucleus of pedigree ABprpaap"	
<http://purl.obolibrary.org/obo/WBbt_0005975>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0005678>	"nucleus of pedigree Z1.ppaaa[a/l]a(5R)"	
<http://purl.obolibrary.org/obo/WBbt_0006074>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0007682>		
<http://purl.obolibrary.org/obo/WBbt_0004694>	"Cylindrical hypodermal syncytium in head"	
<http://purl.obolibrary.org/obo/WBbt_0007433>	"post-embryonic cell of pedigree V4L.pa"	
<http://purl.obolibrary.org/obo/WBbt_0005977>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0005844>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0006836>	"Neuron class of two interneurons with cell bodies situated in the retro-vesicular ganglion."	
<http://purl.obolibrary.org/obo/WBbt_0001490>	"nucleus of pedigree ABpraap"	
<http://purl.obolibrary.org/obo/WBbt_0007146>	"post-embryonic cell of pedigree H1L.a"	
<http://purl.obolibrary.org/obo/WBbt_0003472>	"nucleus of pedigree Z4.aaaaap[a/v](5R)"	
<http://purl.obolibrary.org/obo/WBbt_0008009>		
<http://purl.obolibrary.org/obo/WBbt_0005286>		
<http://purl.obolibrary.org/obo/WBbt_0003727>		
<http://purl.obolibrary.org/obo/WBbt_0006075>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0001965>	"nucleus of pedigree ABprppappap"	
<http://purl.obolibrary.org/obo/WBbt_0004371>	"Sheath of PDE"	
<http://purl.obolibrary.org/obo/WBbt_0005153>		
<http://purl.obolibrary.org/obo/WBbt_0007588>	"post-embryonic cell of pedigree Z1.apppaa"	
<http://purl.obolibrary.org/obo/WBbt_0001031>	"nucleus of pedigree ABalaapaaal"	
<http://purl.obolibrary.org/obo/WBbt_0006933>	"Precursor of cells that form male sensory ray 2."	
<http://purl.obolibrary.org/obo/WBbt_0001877>	"nucleus of pedigree P8.aapa"	
<http://purl.obolibrary.org/obo/WBbt_0008247>	"Rectal epithelial cell in hermaphrodite."	
<http://purl.obolibrary.org/obo/WBbt_0003714>	"pharyngeal epithelial cell, type 3."	
<http://purl.obolibrary.org/obo/WBbt_0005289>		
<http://purl.obolibrary.org/obo/WBbt_0003892>	"one member of Amphid neurons, single ciliated endings, probably chemo-sensory; project into ring via commissure from ventral ganglion, make diverse synaptic connections in ring neuropil"	
<http://purl.obolibrary.org/obo/WBbt_0005156>		
<http://purl.obolibrary.org/obo/WBbt_0001002>	"nucleus of pedigree ABa"	
<http://purl.obolibrary.org/obo/WBbt_0003857>		
<http://purl.obolibrary.org/obo/WBbt_0005973>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0006634>	"Embryonic cell of pedigree Dpaap."	
<http://purl.obolibrary.org/obo/WBbt_0004474>	"Anterior epithelial sheath cell of proximal arms, have muscle fibers, of pedigree Z1.paapapp."	
<http://purl.obolibrary.org/obo/WBbt_0002054>	"nucleus of pedigree ABarpapppp"	
<http://purl.obolibrary.org/obo/WBbt_0003406>	"nucleus of pedigree Z1.pappppd"	
<http://purl.obolibrary.org/obo/WBbt_0005843>	"The shell or external calcareous covering of an egg"	
<http://purl.obolibrary.org/obo/WBbt_0007551>		
<http://purl.obolibrary.org/obo/WBbt_0006072>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0008562>	"Post-embryonic cell of pedigree Z1.ppap, 5L configuration in hermaphrodite."	
<http://purl.obolibrary.org/obo/WBbt_0005720>	"nucleus of pedigree Z4.aapppp(5L)"	
<http://purl.obolibrary.org/obo/WBbt_0003118>	"nucleus of pedigree V6L.paa"	
<http://purl.obolibrary.org/obo/WBbt_0004522>	"anchor cell, induces vulva, part of hermaphrodite gonad."	
<http://purl.obolibrary.org/obo/WBbt_0006049>	"Embryonic cell of pedigree Dppppp."	
<http://purl.obolibrary.org/obo/WBbt_0007870>	"nucleus of lineage M.dlpa in male"	
<http://purl.obolibrary.org/obo/WBbt_0007452>	"post-embryonic cell of pedigree V5L.pp"	
<http://purl.obolibrary.org/obo/WBbt_0001096>	"nucleus of pedigree ABalpaaa"	
<http://purl.obolibrary.org/obo/WBbt_0005155>		
<http://purl.obolibrary.org/obo/WBbt_0001304>	"nucleus of pedigree ABarppp"	
<http://purl.obolibrary.org/obo/WBbt_0001228>	"nucleus of pedigree ABarapaapap"	
<http://purl.obolibrary.org/obo/WBbt_0005288>		
<http://purl.obolibrary.org/obo/WBbt_0007552>		
<http://purl.obolibrary.org/obo/WBbt_0007750>	"post-embryonic cell of pedigree Z4.aappp[a/l]"	
<http://purl.obolibrary.org/obo/WBbt_0003858>		
<http://purl.obolibrary.org/obo/WBbt_0003725>		
<http://purl.obolibrary.org/obo/WBbt_0005974>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0006073>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0007926>	"nucleus of pedigree TR.appapaaa"	
<http://purl.obolibrary.org/obo/WBbt_0006854>	"Male specific cells in ventral cord, neuron-like but lack synapses."	
<http://purl.obolibrary.org/obo/WBbt_0002629>	"nucleus of pedigree TR.appp"	
<http://purl.obolibrary.org/obo/WBbt_0005847>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0005662>	"Neuron class of two ciliated neurons that are part of the amphid sensillum; the endings of AFD have numerous villi, which poke into the amphid sheath cells."	
<http://purl.obolibrary.org/obo/WBbt_0008158>	"ut1 of anterior gonad arm."	
<http://purl.obolibrary.org/obo/WBbt_0007088>	"post-embryonic cell of pedigree B_beta.r"	
<http://purl.obolibrary.org/obo/WBbt_0002228>	"nucleus of pedigree M.vrpaaa"	
<http://purl.obolibrary.org/obo/WBbt_0002688>	"nucleus of pedigree V6R.ppppaapp"	
<http://purl.obolibrary.org/obo/WBbt_0006078>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0002965>	"nucleus of pedigree V2L.a"	
<http://purl.obolibrary.org/obo/WBbt_0003129>	"nucleus of pedigree V6L.pappa"	
<http://purl.obolibrary.org/obo/WBbt_0001552>	"nucleus of pedigree ABprpaaap"	
<http://purl.obolibrary.org/obo/WBbt_0001132>	"nucleus of pedigree ABalpappp"	
<http://purl.obolibrary.org/obo/WBbt_0007000>	"cell, which is the anterior descendent of TL.p."	
<http://purl.obolibrary.org/obo/WBbt_0001275>	"nucleus of pedigree ABarpaapap"	
<http://purl.obolibrary.org/obo/WBbt_0002063>	"nucleus of pedigree ABarppaaap"	
<http://purl.obolibrary.org/obo/WBbt_0002412>	"nucleus of pedigree MSppaap"	
<http://purl.obolibrary.org/obo/WBbt_0008271>	"precursor cell of pm3."	
<http://purl.obolibrary.org/obo/WBbt_0002351>	"nucleus of pedigree MSapapp"	
<http://purl.obolibrary.org/obo/WBbt_0006079>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0002650>	"nucleus of pedigree QR.p"	
<http://purl.obolibrary.org/obo/WBbt_0005026>	"Inner seminal vesicle cell of pedigree Z4.appap."	
<http://purl.obolibrary.org/obo/WBbt_0001864>	"nucleus of pedigree Cpppapa"	
<http://purl.obolibrary.org/obo/WBbt_0002914>	"nucleus of pedigree U.ra"	
<http://purl.obolibrary.org/obo/WBbt_0005845>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0007334>	"post-embryonic cell of pedigree SM2R.pap"	
<http://purl.obolibrary.org/obo/WBbt_0002030>	"nucleus of pedigree ABplapaapa"	
<http://purl.obolibrary.org/obo/WBbt_0005978>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0005641>		
<http://purl.obolibrary.org/obo/WBbt_0001988>	"nucleus of pedigree Eplp"	
<http://purl.obolibrary.org/obo/WBbt_0008118>	"nucleus of post-embryonic pedigree P4.p in male."	
<http://purl.obolibrary.org/obo/WBbt_0002009>	"nucleus of pedigree ABplppppapp"	
<http://purl.obolibrary.org/obo/WBbt_0004318>	"Pharyngeal muscle cell nucleus"	
<http://purl.obolibrary.org/obo/WBbt_0002332>	"nucleus of pedigree MSaappp"	
<http://purl.obolibrary.org/obo/WBbt_0001656>	"nucleus of pedigree QR.ap"	
<http://purl.obolibrary.org/obo/WBbt_0001380>	"nucleus of pedigree ABplapppaa"	
<http://purl.obolibrary.org/obo/WBbt_0002899>	"nucleus of pedigree TR.appaaa"	
<http://purl.obolibrary.org/obo/WBbt_0005979>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0005846>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0001510>	"nucleus of pedigree ABprapaa"	
<http://purl.obolibrary.org/obo/WBbt_0005640>		
<http://purl.obolibrary.org/obo/WBbt_0007183>	"post-embryonic cell of pedigree M.vlpa"	
<http://purl.obolibrary.org/obo/WBbt_0001872>	"nucleus of pedigree Cpppppv"	
<http://purl.obolibrary.org/obo/WBbt_0001092>	"nucleus of pedigree ABalappppp"	
<http://purl.obolibrary.org/obo/WBbt_0006077>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0007397>	"post-embryonic cell of pedigree V1R.p"	
<http://purl.obolibrary.org/obo/WBbt_0005024>	"Inner seminal vesicle cell of pedigree Z4.appap."	
<http://purl.obolibrary.org/obo/WBbt_0002091>	"nucleus of pedigree ABaraaapppp"	
<http://purl.obolibrary.org/obo/WBbt_0002536>	"nucleus of pedigree P7.paa"	
<http://purl.obolibrary.org/obo/WBbt_0007696>	"post-embryonic cell of pedigree Z4.aaaaap[p/d]"	
<http://purl.obolibrary.org/obo/WBbt_0001050>	"nucleus of pedigree ABalapaa"	
<http://purl.obolibrary.org/obo/WBbt_0003565>	"Nucleus of pedigree Z4.appaaaa."	
<http://purl.obolibrary.org/obo/WBbt_0005838>	"neuron that senses temperature"	
<http://purl.obolibrary.org/obo/WBbt_0004311>	"Pharyngeal muscle cell nucleus"	
<http://purl.obolibrary.org/obo/WBbt_0002352>	"nucleus of pedigree MSapappa"	
<http://purl.obolibrary.org/obo/WBbt_0005990>	"Embryonic cell of pedigree MSppppaa."	
<http://purl.obolibrary.org/obo/WBbt_0005319>	"an accordion-like tube that contains sperm and is the site of oocyte fertilization."	
<http://purl.obolibrary.org/obo/WBbt_0001456>	"nucleus of pedigree ABplppppap"	
<http://purl.obolibrary.org/obo/WBbt_0007011>	"cell, which is the posterior descendent of TL.ap."	
<http://purl.obolibrary.org/obo/WBbt_0002171>	"nucleus of pedigree Eplppp"	
<http://purl.obolibrary.org/obo/WBbt_0007823>	"post-embryonic cell of pedigree P11.ppa, only present in male animals."	
<http://purl.obolibrary.org/obo/WBbt_0004953>	"Male specific cell in ventral cord, neuron-like but lacks synapses"	
<http://purl.obolibrary.org/obo/WBbt_0005428>	"collection of specific banches of the AB.p lineage"	
<http://purl.obolibrary.org/obo/WBbt_0003192>	"nucleus of pedigree V6R.pppapp"	
<http://purl.obolibrary.org/obo/WBbt_0004078>	"Interneuron, cell body in lumbar ganglion, projects along ventral cord to nerve ring"	
<http://purl.obolibrary.org/obo/WBbt_0001742>	"nucleus of pedigree B.arapapp"	
<http://purl.obolibrary.org/obo/WBbt_0004312>	"Pharyngeal muscle cell nucleus"	
<http://purl.obolibrary.org/obo/WBbt_0004951>	"Male specific cell in ventral cord, neuron-like but lacks synapses"	
<http://purl.obolibrary.org/obo/WBbt_0002992>	"nucleus of pedigree V2R.ppa"	
<http://purl.obolibrary.org/obo/WBbt_0004351>	"Intestinal cell of the fouthth intestinal ring, ventral side."	
<http://purl.obolibrary.org/obo/WBbt_0002229>	"nucleus of pedigree M.vrpaaaa"	
<http://purl.obolibrary.org/obo/WBbt_0001179>	"nucleus of pedigree ABalppppppap"	
<http://purl.obolibrary.org/obo/WBbt_0003123>	"nucleus of pedigree V6L.papapa"	
<http://purl.obolibrary.org/obo/WBbt_0005849>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0004313>	"Pharyngeal muscle cell nucleus"	
<http://purl.obolibrary.org/obo/WBbt_0004443>	"Lateral outer labial sheath"	
<http://purl.obolibrary.org/obo/WBbt_0001073>	"nucleus of pedigree ABalappa"	
<http://purl.obolibrary.org/obo/WBbt_0003376>	"nucleus of pedigree Z1.papapapa"	
<http://purl.obolibrary.org/obo/WBbt_0007639>	"post-embryonic cell of pedigree Z1.ppaaaap"	
<http://purl.obolibrary.org/obo/WBbt_0002123>	"nucleus of pedigree ABplaapaaap"	
<http://purl.obolibrary.org/obo/WBbt_0003577>	"nucleus of pedigree Z4.appaappp"	
<http://purl.obolibrary.org/obo/WBbt_0007072>	"post-embryonic cell of pedigree B.pa"	
<http://purl.obolibrary.org/obo/WBbt_0004534>	"Excretory socket cell, links duct to hypodermis"	
<http://purl.obolibrary.org/obo/WBbt_0002040>		
<http://purl.obolibrary.org/obo/WBbt_0007559>		
<http://purl.obolibrary.org/obo/WBbt_0004832>	"Cell of male proctodeum, post-embryonic pedigree B.alappv."	
<http://purl.obolibrary.org/obo/WBbt_0001207>	"nucleus of pedigree ABaraapapaa"	
<http://purl.obolibrary.org/obo/WBbt_0002815>	"nucleus of pedigree SM3L.app"	
<http://purl.obolibrary.org/obo/WBbt_0007491>	"post-embryonic cell of pedigree V6L.papp"	
<http://purl.obolibrary.org/obo/WBbt_0004442>	"Lateral outer labial sheath"	
<http://purl.obolibrary.org/obo/WBbt_0001076>	"nucleus of pedigree ABalappaap"	
<http://purl.obolibrary.org/obo/WBbt_0006872>	"sheath cell of the posterior gonad arm."	
<http://purl.obolibrary.org/obo/WBbt_0003499>	"nucleus of pedigree Z4.aap[p/r]a(5R)"	
<http://purl.obolibrary.org/obo/WBbt_0007435>	"post-embryonic cell of pedigree V4L.papp"	
<http://purl.obolibrary.org/obo/WBbt_0004095>	"Dorsal uterus; cell of pedigree Z1.pappappa, a precursor of posterior ut4."	
<http://purl.obolibrary.org/obo/WBbt_0007607>	"post-embryonic cell of pedigree Z1.pap in hermaphrodite."	
<http://purl.obolibrary.org/obo/WBbt_0007670>	"post-embryonic cell of pedigree Z1.pppaad"	
<http://purl.obolibrary.org/obo/WBbt_0002767>	"nucleus of pedigree SM1L.ppa"	
<http://purl.obolibrary.org/obo/WBbt_0005515>		
<http://purl.obolibrary.org/obo/WBbt_0001479>	"nucleus of pedigree ABpraaapaav"	
<http://purl.obolibrary.org/obo/WBbt_0008141>		
<http://purl.obolibrary.org/obo/WBbt_0008238>	"Post-embryonic, binucleated int9R."	
<http://purl.obolibrary.org/obo/WBbt_0001685>	"nucleus of pedigree ABalpppppppa"	
<http://purl.obolibrary.org/obo/WBbt_0007800>	"post-embryonic cell of pedigree Z4.paap"	
<http://purl.obolibrary.org/obo/WBbt_0005406>	"Neuron class of two anterior sensory neurons that transduce touch stimuli."	
<http://purl.obolibrary.org/obo/WBbt_0003042>	"nucleus of pedigree V4L.pp"	
<http://purl.obolibrary.org/obo/WBbt_0006680>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0003205>	"nucleus of pedigree V6R.pppppp"	
<http://purl.obolibrary.org/obo/WBbt_0007502>	"post-embryonic cell of pedigree V6L.pppapa"	
<http://purl.obolibrary.org/obo/WBbt_0006559>	"Embryonic cell of pedigree Capapap."	
<http://purl.obolibrary.org/obo/WBbt_0005514>		
<http://purl.obolibrary.org/obo/WBbt_0001126>	"nucleus of pedigree ABalpappa"	
<http://purl.obolibrary.org/obo/WBbt_0008366>	"a region around premature germline, consists of cells of pedigree Z1 and Z4, which develops to become the somatic gonad."	
<http://purl.obolibrary.org/obo/WBbt_0005647>		
<http://purl.obolibrary.org/obo/WBbt_0005513>		
<http://purl.obolibrary.org/obo/WBbt_0008437>	"ventral uterine precursor cell derived from the 5R developmental configuration."	
<http://purl.obolibrary.org/obo/WBbt_0004809>	"Cell of male proctodeum, post-embryonic pedigree F.lvv."	
<http://purl.obolibrary.org/obo/WBbt_0002988>	"nucleus of pedigree V2R.papp"	
<http://purl.obolibrary.org/obo/WBbt_0001948>	"nucleus of pedigree ABprppapaap"	
<http://purl.obolibrary.org/obo/WBbt_0003311>	"nucleus of pedigree Z1.paaa in hermaphrodite."	
<http://purl.obolibrary.org/obo/WBbt_0007076>	"post-embryonic cell of pedigree B.ppp"	
<http://purl.obolibrary.org/obo/WBbt_0008010>		
<http://purl.obolibrary.org/obo/WBbt_0008552>	"Post-embryonic cell of pedigree Z1.ppaapp, 5R configuration in hermaphrodite."	
<http://purl.obolibrary.org/obo/WBbt_0001214>	"nucleus of pedigree ABaraappp"	
<http://purl.obolibrary.org/obo/WBbt_0005361>	"Neuron class of four interneurons, which send processes posteriorly down the sub-lateral cords."	
<http://purl.obolibrary.org/obo/WBbt_0005000>	"Vas deferens cell of pedigree Z4.aaaaaaa."	
<http://purl.obolibrary.org/obo/WBbt_0008537>	"Post-embryonic cell of pedigree V5L.ppppp in male."	
<http://purl.obolibrary.org/obo/WBbt_0008143>		
<http://purl.obolibrary.org/obo/WBbt_0005517>		
<http://purl.obolibrary.org/obo/WBbt_0007776>	"post-embryonic cell of pedigree Z4.apappp"	
<http://purl.obolibrary.org/obo/WBbt_0001278>	"nucleus of pedigree ABarpaappp"	
<http://purl.obolibrary.org/obo/WBbt_0007782>	"post-embryonic cell of pedigree Z4.appaapap"	
<http://purl.obolibrary.org/obo/WBbt_0004537>	"Inner labial neuron"	
<http://purl.obolibrary.org/obo/WBbt_0007180>	"Post-embryonic cell of pedigree M.vlaa."	
<http://purl.obolibrary.org/obo/WBbt_0006450>	"Embryonic cell of pedigree MSppappp."	
<http://purl.obolibrary.org/obo/WBbt_0004350>	"Intestinal cell of the sixth intestinal ring, left side."	
<http://purl.obolibrary.org/obo/WBbt_0008497>	"Post-embryonic cell of pedigree B_alpha.l in male."	
<http://purl.obolibrary.org/obo/WBbt_0006831>	"Neuron class of two interneurons with cell bodies situated laterally in the posterior body."	
<http://purl.obolibrary.org/obo/WBbt_0008221>	"uv1 cell that follows 5L lineage configuration in development."	
<http://purl.obolibrary.org/obo/WBbt_0002499>	"nucleus of pedigree P5.paaa"	
<http://purl.obolibrary.org/obo/WBbt_0007762>	"post-embryonic cell of pedigree Z4.apaapaa"	
<http://purl.obolibrary.org/obo/WBbt_0007446>	"post-embryonic cell of pedigree V5L.p"	
<http://purl.obolibrary.org/obo/WBbt_0002665>	"nucleus of pedigree V6L.papppaaa"	
<http://purl.obolibrary.org/obo/WBbt_0004310>	"Pharyngeal muscle cell nucleus"	
<http://purl.obolibrary.org/obo/WBbt_0008011>		
<http://purl.obolibrary.org/obo/WBbt_0008277>		
<http://purl.obolibrary.org/obo/WBbt_0005516>		
<http://purl.obolibrary.org/obo/WBbt_0004333>	"Embryonic cell of pedigree ABarapaaapa, pharyngeal muscle cell."	
<http://purl.obolibrary.org/obo/WBbt_0008117>	"descendent cell of post-embryonic blast cell P4, posterior, in hermaphrodite."	
<http://purl.obolibrary.org/obo/WBbt_0005649>		
<http://purl.obolibrary.org/obo/WBbt_0006924>	"cephalic sensillum in ventral left quadrant of worm head."	
<http://purl.obolibrary.org/obo/WBbt_0002740>	"nucleus of pedigree ABprpaaaaaa"	
<http://purl.obolibrary.org/obo/WBbt_0002348>	"nucleus of pedigree MSapapa"	
<http://purl.obolibrary.org/obo/WBbt_0002510>	"nucleus of pedigree P6.aa"	
<http://purl.obolibrary.org/obo/WBbt_0001886>	"nucleus of pedigree MSppapaap"	
<http://purl.obolibrary.org/obo/WBbt_0005091>	"Ventral uterus; cell of pedigree Z1.ppaappp (5L), a precursor of posterior ut1 syncytium."	
<http://purl.obolibrary.org/obo/WBbt_0004126>	"Posterior spermathecal-uterine junction; cell of pedigree Z1.pappappp."	
<http://purl.obolibrary.org/obo/WBbt_0007439>	"post-embryonic cell of pedigree V4R.p"	
<http://purl.obolibrary.org/obo/WBbt_0003279>	"nucleus of pedigree MSpppaap"	
<http://purl.obolibrary.org/obo/WBbt_0005643>		
<http://purl.obolibrary.org/obo/WBbt_0007390>	"post-embryonic cell of pedigree V1L.p"	
<http://purl.obolibrary.org/obo/WBbt_0004610>	"Anterior daughter cell of V1R.pap, fuses into postembryonic large hypodermal syncytium hyp7."	
<http://purl.obolibrary.org/obo/WBbt_0001970>	"nucleus of pedigree ABprppppapp"	
<http://purl.obolibrary.org/obo/WBbt_0003407>	"nucleus of pedigree Z1.pappppv"	
<http://purl.obolibrary.org/obo/WBbt_0005694>	"nucleus of pedigree Z1.ppapp(5R)"	
<http://purl.obolibrary.org/obo/WBbt_0006551>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0006684>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0005370>	"undefined"	
<http://purl.obolibrary.org/obo/WBbt_0005510>		
<http://purl.obolibrary.org/obo/WBbt_0004354>	"Intestinal cell of the third intestinal ring, dorsal side."	
<http://purl.obolibrary.org/obo/WBbt_0007877>	"nucleus of pedigree M.vrpaa in hermaphrodite"	
<http://purl.obolibrary.org/obo/WBbt_0002621>	"nucleus of pedigree TR.pppap"	
